,Sr.no,Year,Mo,Dy,Hr,Mn,Sec,TsunamiNanEventNanValidity,TsunamiNanCauseNanCode,EarthquakeNanMagnitude,Vol,MoreNanInfo,Deposits,Country,LocationNanName,Latitude,Longitude,MaximumNanWaterNanHeightNan(m),NumberNanofNanRunups,TsunamiNanMagnitudeNan(Abe),TsunamiNanMagnitudeNan(Iida),TsunamiNanIntensity,Deaths,DeathNanDescription,Missing,MissingNanDescription,Injuries,InjuriesNanDescription,DamageNan($Mil),DamageNanDescription,HousesNanDestroyed,HousesNanDestroyedNanDescription,HousesNanDamaged,HousesNanDamagedNanDescription,TotalNanDeaths,TotalNanDeathNanDescription,TotalNanMissing,TotalNanMissingNanDescription,TotalNanInjuries,TotalNanInjuriesNanDescription,TotalNanDamageNan($Mil),TotalNanDamageNanDescription,TotalNanHousesNanDestroyed,TotalNanHousesNanDestroyedNanDescription,TotalNanHousesNanDamaged,TotalNanHousesNanDamagedNanDescription,Code
1227,1228,2010,1.0,12.0,21.0,53.0,10.0,4,3,7.0,,,0,Haiti,HAITINan&NanDOMINICANNanREPUBLIC,18.457,-72.533,3.21,25,,,,7.0,1.0,,,,,,1.0,,1.0,,,316000.0,4.0,,,300000.0,4.0,8000.0,4.0,97294.0,4.0,188383.0,4.0,HTI
1228,1229,2010,2.0,26.0,20.0,31.0,26.9,3,1,7.0,,,0,Japan,RYUKYUNanISLANDS,25.93,128.425,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN
1229,1230,2010,2.0,27.0,6.0,34.0,11.5,4,1,8.8,,,4,Chile,CENTRALNanCHILE,-36.122,-72.898,29.0,659,,,,156.0,3.0,,,12000.0,4.0,30000.0,4.0,,,,,558.0,3.0,,,12000.0,4.0,30000.0,4.0,,,500000.0,4.0,CHL
1230,1231,2010,3.0,11.0,14.0,39.0,43.9,4,1,6.9,,,0,Chile,CENTRALNanCHILE,-34.29,-71.891,0.14,2,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,CHL
1231,1232,2010,4.0,6.0,22.0,15.0,1.5,4,1,7.8,,,0,Indonesia,SUMATRA,2.383,97.048,0.44,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDN
1232,1233,2010,4.0,13.0,,,,0,8,,,,0,Peru,"513NanLAKE,NanHUALCANNanGLACIER",-9.282,-77.645,23.0,1,,,,1.0,1.0,,,,,,1.0,50.0,1.0,,,1.0,1.0,,,,,,1.0,50.0,1.0,,,PER
1233,1234,2010,4.0,13.0,,,,2,0,,,,1,Cook Islands,"MANGAIANanISLAND,NanCOOKNanISLANDS",-21.955,-157.92,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,COK
1234,1235,2010,5.0,29.0,11.0,46.0,50.0,4,6,,5184.0,,0,Usa Territory,"SOUTHNanOFNanSARIGANNanIS,NanN.NanMARIANANanIS",16.708,145.97,0.04,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,1236,2010,6.0,12.0,19.0,26.0,50.4,4,1,7.5,,,0,India,LITTLENanNICOBARNanISLAND,7.881,91.936,0.03,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,IND
1236,1237,2010,8.0,10.0,5.0,23.0,44.9,4,1,7.2,,,0,Vanuatu,VANUATUNanISLANDS,-17.541,168.069,0.23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,VUT
1237,1238,2010,8.0,13.0,21.0,19.0,33.0,4,1,6.9,,,0,Usa Territory,"GUAM,NanMARIANANanISLANDS",12.484,141.476,0.07,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,1239,2010,10.0,25.0,14.0,42.0,22.0,4,1,7.8,,,0,Indonesia,SUMATRA,-3.487,100.082,16.9,358,,,,431.0,3.0,,,,,39.0,4.0,700.0,3.0,,,431.0,3.0,,,,,39.0,4.0,700.0,3.0,,,IDN
1239,1240,2010,12.0,21.0,17.0,19.0,40.6,4,1,7.4,,,0,Japan,BONINNanISLANDS,26.901,143.698,0.13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN
1240,1241,2010,12.0,25.0,13.0,16.0,37.0,4,1,7.3,,,0,Vanuatu,VANUATUNanISLANDS,-19.702,167.947,4.1,12,,,,,,,,4.0,1.0,,1.0,,,,,,,,,4.0,1.0,,1.0,,,,,VUT
1241,1242,2011,1.0,9.0,10.0,3.0,44.2,4,1,6.5,,,0,Vanuatu,VANUATUNanISLANDS,-19.157,168.311,0.03,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,VUT
1242,1243,2011,2.0,11.0,20.0,5.0,30.7,4,1,6.8,,,0,Chile,CENTRALNanCHILE,-36.474,-73.125,0.15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHL
1243,1244,2011,2.0,17.0,,,,4,8,,,,0,Norway,SVALBARD,78.37,16.62,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOR
1244,1245,2011,2.0,21.0,23.0,51.0,42.3,2,3,6.1,,,0,New Zealand,SOUTHNanISLAND,-43.583,172.68,3.5,1,,,,,,,,,,,,,,,,185.0,3.0,,,1500.0,4.0,15000.0,4.0,100000.0,4.0,,,NZL
1245,1246,2011,3.0,9.0,2.0,45.0,20.3,4,1,7.5,,,0,Japan,HONSHUNanISLAND,38.435,142.842,0.6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN
1246,1247,2011,3.0,11.0,5.0,46.0,24.1,4,1,9.1,,,8,Japan,HONSHUNanISLAND,38.297,142.372,39.26,6317,,,,18428.0,4.0,,,6167.0,4.0,220136.6,4.0,123661.0,4.0,280920.0,4.0,18428.0,4.0,,,6167.0,4.0,220136.6,4.0,123661.0,4.0,280920.0,4.0,JPN
1247,1248,2011,4.0,7.0,14.0,32.0,43.2,4,1,7.1,,,0,Japan,E.NanCOASTNanHONSHUNanISLAND,38.276,141.588,0.08,1,,,,,,,,,,,,,,,,3.0,1.0,,,132.0,3.0,,1.0,,,,,JPN
1248,1249,2011,5.0,10.0,8.0,55.0,9.0,4,1,6.8,,,0,New Caledonia,LOYALTYNanISLANDS,-20.244,168.226,0.03,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCL
1249,1250,2011,6.0,24.0,3.0,9.0,39.4,4,1,7.3,,,0,Usa,"ATKA,NanALEUTIANNanISLANDS,NanAK",52.05,-171.836,0.1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
1250,1251,2011,6.0,27.0,,,,2,9,,,,0,Uk,"PLYMOUTH,NanENGLAND",50.5,-3.0,0.4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,1252,2011,7.0,6.0,19.0,3.0,18.2,4,1,7.6,,,0,New Zealand,KERMADECNanISLANDS,-29.539,-176.34,1.2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,NZL
1252,1253,2011,7.0,10.0,0.0,57.0,10.8,4,1,7.0,,,0,Japan,OFFNanEASTNanCOASTNanOFNanHONSHUNanISLAND,38.034,143.264,0.09,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN
1253,1254,2011,7.0,30.0,5.0,30.0,,3,8,,,,0,Norway,"LYSEFJOREN,NanWESTERNNanNORWAY",59.05,6.64,1.5,1,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,NOR
1254,1255,2011,8.0,6.0,12.0,55.0,,3,8,,,,0,Norway,"LYSEFJOREN,NanWESTERNNanNORWAY",59.05,6.64,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOR
1255,1256,2011,8.0,20.0,16.0,55.0,2.5,4,1,7.1,,,0,Vanuatu,VANUATUNanISLANDS,-18.365,168.143,0.19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,VUT
1256,1257,2011,8.0,20.0,18.0,19.0,23.5,4,1,7.0,,,0,Vanuatu,VANUATUNanISLANDS,-18.311,168.218,0.15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,VUT
1257,1258,2011,9.0,2.0,10.0,55.0,53.5,4,1,6.8,,,0,Usa,"FOXNanISLANDS,NanALEUTIANNanISLANDS,NanAK",52.171,-171.708,0.06,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
1258,1259,2011,10.0,21.0,17.0,57.0,16.1,4,1,7.4,,,0,New Zealand,KERMADECNanISLANDS,-28.993,-176.238,0.14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,NZL
1259,1260,2012,2.0,2.0,13.0,34.0,40.6,4,1,7.0,,,0,Vanuatu,VANUATUNanISLANDS,-17.827,167.133,0.08,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,VUT
1260,1261,2012,3.0,9.0,7.0,9.0,50.9,4,1,6.7,,,0,Vanuatu,OFFNanEASTNanCOASTNanOFNanVANUATU,-19.125,169.613,0.05,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,VUT
1261,1262,2012,3.0,14.0,9.0,8.0,35.1,4,1,6.9,,,0,Japan,HOKKAIDONanISLAND,40.887,144.944,0.2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN
1262,1263,2012,3.0,20.0,18.0,2.0,47.4,4,1,7.4,,,0,Mexico,S.NanMEXICO,16.493,-98.231,0.2,2,,,,,,,,,,,,,,,,2.0,1.0,,,13.0,1.0,600.0,4.0,800.0,3.0,,,MEX
1263,1264,2012,4.0,11.0,8.0,38.0,36.7,4,1,8.6,,,0,Indonesia,OFFNanW.NanCOASTNanOFNanNNanSUMATRA,2.327,93.063,1.08,25,,,,,,,,,,,,,,,,10.0,1.0,,,12.0,1.0,,1.0,,,,2.0,IDN
1264,1265,2012,4.0,11.0,10.0,43.0,10.8,4,1,8.2,,,0,Indonesia,OFFNanW.NanCOASTNanOFNanNNanSUMATRA,0.802,92.463,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDN
1265,1266,2012,4.0,14.0,22.0,5.0,26.4,4,1,6.3,,,0,Vanuatu,VANUATUNanISLANDS,-18.972,168.741,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,VUT
1266,1267,2012,7.0,15.0,,,,4,8,,,,0,Greenland,"ILULISSATNanICEFJORD,NanGREENLAND",69.2,-51.3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRL
1267,1268,2012,8.0,27.0,4.0,37.0,19.4,4,1,7.3,,,0,El Salvador,ELNanSALVADOR-NICARAGUA,12.139,-88.59,6.3,39,,,,,,,,40.0,1.0,,1.0,,,,,,,,,40.0,1.0,,1.0,,,,,SLV
1268,1269,2012,8.0,31.0,12.0,47.0,33.3,4,1,7.6,,,0,Philippines,PHILIPPINENanISLANDS,10.811,126.638,0.15,17,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,0.3,1.0,,1.0,,,PHL
1269,1270,2012,9.0,5.0,14.0,42.0,7.8,4,1,7.6,,,0,Costa Rica,COSTANanRICA,10.085,-85.315,0.16,5,,,,,,,,,,,,,,,,2.0,1.0,,,20.0,1.0,,1.0,,2.0,,,CRI
1270,1271,2012,10.0,28.0,3.0,4.0,8.8,4,1,7.7,,,0,Canada,BRITISHNanCOLUMBIA,52.788,-132.101,12.98,178,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,CAN
1271,1272,2012,11.0,7.0,16.0,35.0,46.9,4,1,7.3,,,0,Guatemala,GUATEMALA,13.988,-91.895,0.35,7,,,,,,,,,,,,,,,,48.0,2.0,,,155.0,3.0,210.0,4.0,2769.0,4.0,7561.0,4.0,GTM
1272,1273,2012,12.0,7.0,8.0,18.0,23.1,4,1,7.2,,,0,Japan,OFFNanEASTNanCOASTNanOFNanHONSHUNanISLAND,37.89,143.949,1.0,3,,,,,,,,,,,,,,,,,,,,11.0,1.0,,,,,,,JPN
1273,1274,2012,12.0,28.0,,,,0,8,,,,0,China,"ZHAOJUNNanBRIDGE,NanHUBEINanPROVINCE",31.256,110.733,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHN
1274,1275,2013,1.0,5.0,8.0,58.0,19.3,4,1,7.5,,,0,Usa,"SE.NanALASKA,NanAK",55.393,-134.652,1.5,8,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,USA
1275,1276,2013,2.0,6.0,1.0,12.0,25.8,4,1,7.9,,,0,Solomon Islands,SANTANanCRUZNanISLANDS,-10.766,165.114,11.0,124,,,,10.0,1.0,,,15.0,1.0,,3.0,588.0,3.0,478.0,3.0,10.0,1.0,,,15.0,1.0,36.0,4.0,588.0,3.0,478.0,3.0,SLB
1276,1277,2013,2.0,8.0,15.0,26.0,38.4,4,1,7.0,,,0,Solomon Islands,SANTANanCRUZNanISLANDS,-10.928,166.018,0.09,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLB
1277,1278,2013,4.0,19.0,3.0,5.0,52.6,2,1,7.2,,,0,Russia,S.NanKURILNanISLANDS,46.221,150.788,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,1279,2013,4.0,22.0,1.0,16.0,32.0,3,1,6.0,,,0,Mexico,MEXICO,18.081,-102.182,0.13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEX
1279,1280,2013,6.0,13.0,,,,4,9,,,,0,Usa,NORTHWESTNanATLANTICNanOCEAN,,,1.8,38,,,,,,,,2.0,1.0,,,,,,,,,,,2.0,1.0,,,,,,,USA
1280,1281,2013,6.0,15.0,16.0,11.0,2.0,3,1,6.2,,,0,Greece,CRETE,34.4,25.02,0.01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRC
1281,1282,2013,7.0,21.0,5.0,9.0,31.4,4,1,6.5,,,0,New Zealand,COOKNanSTRAIT,-41.704,174.337,0.07,2,,,,,,,,,,,,,,,,,,,,5.0,1.0,50.0,4.0,,,35.0,1.0,NZL
1282,1283,2013,8.0,16.0,2.0,31.0,5.8,4,1,6.5,,,0,New Zealand,WELLINGTON,-41.734,174.152,0.08,2,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,NZL
1283,1284,2013,9.0,24.0,,,,4,3,7.7,,,0,Pakistan,OFFNanCOASTNanGWADAR,25.18,62.26,0.57,11,,,,,,,,,,,,,,,,825.0,3.0,,,619.0,3.0,100.0,4.0,32638.0,4.0,14118.0,4.0,PAK
1284,1285,2013,10.0,12.0,13.0,11.0,53.4,4,1,6.6,,,0,Greece,CRETE,35.514,23.252,0.01,1,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,1.0,GRC
1285,1286,2013,10.0,25.0,17.0,10.0,19.7,4,1,7.1,,,0,Japan,E.NanCOASTNanHONSHUNanISLAND,37.156,144.661,0.4,9,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,JPN
1286,1287,2013,11.0,17.0,9.0,4.0,55.5,4,1,7.7,,,0,Antarctica,SCOTIANanSEA,-60.274,-46.401,0.15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATA
1287,1288,2014,3.0,16.0,21.0,16.0,29.6,4,1,6.7,,,0,Chile,NORTHERNNanCHILE,-19.981,-70.702,0.26,7,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,CHL
1288,1289,2014,4.0,1.0,23.0,46.0,47.3,4,1,8.2,,,0,Chile,NORTHERNNanCHILE,-19.61,-70.769,4.63,201,,,,,,,,,,,1.0,,,,,7.0,1.0,,,,,100.0,4.0,,,2600.0,4.0,CHL
1289,1290,2014,4.0,3.0,2.0,43.0,13.1,4,1,7.7,,,0,Chile,NORTHERNNanCHILE,-20.571,-70.493,0.74,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHL
1290,1291,2014,4.0,12.0,20.0,14.0,39.3,4,1,7.6,,,0,Solomon Islands,SOLOMONNanISLANDS,-11.27,162.148,0.05,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLB
1291,1292,2014,4.0,13.0,12.0,36.0,19.2,4,1,7.4,,,0,Solomon Islands,SOLOMONNanISLANDS,-11.463,162.051,0.16,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLB
1292,1293,2014,4.0,18.0,14.0,27.0,24.9,4,1,7.2,,,0,Mexico,S.NanMEXICO,17.397,-100.972,0.43,3,,,,,,,,,,,,,,,,,,,,,,,1.0,,,127.0,2.0,MEX
1293,1294,2014,4.0,19.0,13.0,29.0,21.0,4,1,7.5,,,0,Papua New Guinea,SOLOMONNanSEA,-6.755,155.024,0.11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PNG
1294,1295,2014,5.0,24.0,9.0,25.0,2.4,4,1,6.9,,,0,Greece,NORTHNanAEGEANNanSEA,40.289,25.389,0.16,1,,,,,,,,,,,,,,,,3.0,1.0,,,310.0,3.0,4500.0,4.0,,1.0,,2.0,GRC
1295,1296,2014,6.0,23.0,19.0,19.0,15.9,4,1,6.9,,,0,New Zealand,"SNanOFNanRAOULNanISLAND,NanKERMADECNanISLANDS",-29.977,-177.725,0.13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,NZL
1296,1297,2014,6.0,23.0,20.0,53.0,9.7,4,1,7.9,,,0,Usa,"ALEUTIANNanISLANDS,NanAK",51.849,178.735,0.17,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
1297,1298,2014,6.0,23.0,,,,4,9,,,,0,Spain,MEDITERRANEANNanANDNanBLACKNanSEAS,,,2.5,5,,,,,,,,15.0,1.0,,1.0,,,,,,,,,15.0,1.0,,1.0,,,,,ESP
1298,1299,2014,6.0,27.0,10.0,37.0,,4,8,,,,0,Ukraine,ODESSA,46.32,30.67,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,UKR
1299,1300,2014,7.0,2.0,14.0,6.0,,4,8,,,,0,Greenland,"ILULISSATNanICEFJORD,NanGREENLAND",69.8,-50.217,10.0,1,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,GRL
1300,1301,2014,7.0,11.0,19.0,23.0,0.8,4,1,6.5,,,0,Japan,SANRIKU,37.005,142.453,0.2,6,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,JPN
1301,1302,2014,7.0,21.0,23.0,24.0,,0,8,,,,0,Iceland,ASKJANanLAKE,65.02,-16.7,60.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISL
1302,1303,2014,7.0,25.0,10.0,54.0,50.4,4,1,6.0,,,0,Usa,"PALMANanBAY,NanAK",58.335,-136.971,0.08,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
1303,1304,2014,10.0,9.0,2.0,14.0,31.4,4,1,7.0,,,0,Chile,EASTERNanISLANDNanREGION,-32.108,-110.811,0.47,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHL
1304,1305,2014,10.0,14.0,3.0,51.0,34.5,4,1,7.3,,,0,El Salvador,GULFNanOFNanFONSECA,12.526,-88.123,0.02,2,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,5.0,1.0,41.0,1.0,SLV
1305,1306,2014,11.0,15.0,2.0,31.0,41.7,3,1,7.1,,,0,Indonesia,N.NanMOLUCCASNanISLANDS,1.893,126.522,0.09,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDN
1306,1307,2015,2.0,16.0,23.0,6.0,28.3,4,1,6.7,,,0,Japan,HONSHU,39.856,142.881,0.27,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN
1307,1308,2015,2.0,19.0,13.0,18.0,32.8,4,1,6.4,,,0,Vanuatu,VANUATUNanISLANDS,-16.431,168.148,8.0,6,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,VUT
1308,1309,2015,3.0,29.0,23.0,48.0,31.0,4,1,7.5,,,0,Papua New Guinea,BISMARCKNanSEA,-4.729,152.562,0.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,PNG
1309,1310,2015,5.0,2.0,16.0,50.0,43.0,3,1,5.7,7537.0,,0,Japan,S.NanOFNanHONSHUNanISLAND,31.529,140.213,0.6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN
1310,1311,2015,5.0,5.0,1.0,44.0,6.4,3,1,7.5,,,0,Papua New Guinea,NEWNanBRITAIN,-5.462,151.875,1.0,1,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,PNG
1311,1312,2015,5.0,10.0,,,,4,8,,,,0,Norway,NORTHERNNanNORWAY,69.8,20.92,,0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,NOR
1312,1313,2015,6.0,24.0,,,,0,8,,,,0,China,"WUSHAN,NanCHONGQING",31.077,109.896,6.2,1,,,,2.0,1.0,,,4.0,1.0,,2.0,,,,,2.0,1.0,,,4.0,1.0,,2.0,,,,,CHN
1313,1314,2015,7.0,1.0,,,,3,9,,,,0,Scotland,NORTHNanSEA,,,0.18,3,,,,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,
1314,1315,2015,7.0,10.0,4.0,12.0,42.5,4,1,6.7,,,0,Solomon Islands,SOLOMONNanISLANDS,-9.307,158.403,0.01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLB
1315,1316,2015,7.0,18.0,2.0,27.0,33.8,4,1,7.0,,,0,Solomon Islands,SANTANanCRUZNanISLANDS,-10.401,165.141,0.09,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLB
1316,1317,2015,7.0,27.0,4.0,49.0,46.4,4,1,6.9,,,0,Usa,"FOXNanISLANDS,NanALEUTIANNanISLANDS,NanAK",52.376,-169.446,0.08,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
1317,1318,2015,9.0,16.0,22.0,54.0,32.9,4,1,8.3,,,1,Chile,CENTRALNanCHILE,-31.573,-71.674,13.6,1128,,8.4,,8.0,1.0,,,,,,1.0,,,,,15.0,1.0,1.0,1.0,14.0,1.0,600.0,4.0,2305.0,4.0,10044.0,4.0,CHL
1318,1319,2015,10.0,18.0,5.0,19.0,,4,8,,,,1,Usa,"ICYNanBAY,NanAK",60.08,-141.3,193.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
1319,1320,2015,11.0,11.0,1.0,54.0,38.6,4,1,6.9,,,0,Chile,CENTRALNanCHILE,-29.507,-72.007,0.55,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHL
1320,1321,2015,11.0,13.0,20.0,51.0,31.0,4,1,6.7,,,0,Japan,JAPAN,31.001,128.873,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN
1321,1322,2015,11.0,17.0,7.0,10.0,7.3,4,3,6.5,,,0,Greece,IONIANNanSEA,38.67,20.6,0.15,1,,,,,,,,,,,,,,,,2.0,1.0,,,8.0,1.0,,2.0,1.0,1.0,,2.0,GRC
1322,1323,2015,11.0,18.0,18.0,31.0,4.6,4,1,6.8,,,0,Solomon Islands,SOLOMONNanISLANDS,-8.899,158.422,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLB
1323,1324,2016,1.0,25.0,4.0,23.0,13.0,4,1,6.3,,,0,Morocco,MOROCCO,35.649,-3.682,0.02,2,,,,,,,,,,,,,,,,1.0,1.0,,,26.0,1.0,,1.0,,1.0,,1.0,MAR
1324,1325,2016,3.0,2.0,12.0,49.0,11.0,4,1,7.8,,,0,Indonesia,SW.NanSUMATRA,-4.952,94.33,0.21,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDN
1325,1326,2016,4.0,16.0,23.0,58.0,0.0,4,1,7.8,,,0,Ecuador,OFFNanCOAST,0.35,-80.16,0.6,7,,,,,,,,,,,,,,,,663.0,3.0,9.0,1.0,6274.0,4.0,3300.0,4.0,6998.0,4.0,29672.0,4.0,ECU
1326,1327,2016,4.0,28.0,19.0,33.0,7.0,3,1,7.0,,,0,Vanuatu,VANUATUNanISLANDS,-16.043,167.379,0.02,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,VUT
1327,1328,2016,8.0,12.0,1.0,26.0,28.0,4,1,7.2,,,0,New Caledonia,LOYALTYNanISLANDS,-22.477,173.117,0.19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCL
1328,1329,2016,8.0,19.0,7.0,33.0,11.0,3,1,7.4,,,0,Uk Territory,SOUTHERNNanATLANTICNanOCEAN,-55.285,-31.877,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,1330,2016,8.0,20.0,9.0,1.0,26.0,4,1,6.0,,,0,Japan,SANRIKU,40.394,143.68,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,JPN
1330,1331,2016,9.0,1.0,16.0,37.0,3.0,4,1,7.0,,,0,New Zealand,GISBORNE,-37.359,179.146,0.21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,NZL
1331,1332,2016,11.0,13.0,11.0,2.0,34.0,4,1,7.8,,,1,New Zealand,OFFNanEASTNanCOASTNanOFNanSOUTHNanISLAND,-42.737,173.054,6.9,17,,,,,,,,,,,1.0,1.0,1.0,,,2.0,1.0,,,,,3900.0,4.0,1.0,1.0,,1.0,NZL
1332,1333,2016,11.0,21.0,20.0,59.0,27.0,4,1,6.9,,,0,Japan,E.NanCOASTNanHONSHUNanISLAND,37.393,141.387,1.44,44,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,JPN
1333,1334,2016,11.0,24.0,18.0,43.0,0.0,4,1,6.9,,,0,Nicaragua,NICARAGUA,11.96,-88.835,0.08,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIC
1334,1335,2016,12.0,8.0,17.0,38.0,28.0,4,1,7.8,,,0,Solomon Islands,SOLOMONNanISLANDS,-10.681,161.327,0.43,11,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,191.0,3.0,126.0,3.0,SLB
1335,1336,2016,12.0,9.0,19.0,11.0,24.0,4,1,6.9,,,0,Solomon Islands,SOLOMONNanISLANDS,-10.749,161.132,0.05,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLB
1336,1337,2016,12.0,17.0,10.0,51.0,5.0,4,1,7.9,,,0,Papua New Guinea,SOLOMONNanSEA,-4.505,153.522,0.08,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,PNG
1337,1338,2016,12.0,25.0,14.0,22.0,0.0,4,1,7.6,,,0,Chile,SOUTHERNNanCHILE,-43.517,-74.391,0.44,4,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,CHL
1338,1339,2017,1.0,3.0,21.0,53.0,7.0,4,1,6.9,,,0,Fiji,FIJINanISLANDS,-19.373,176.052,0.01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,FJI
1339,1340,2017,1.0,22.0,4.0,31.0,36.0,4,1,7.9,,,0,Papua New Guinea,BOUGAINVILLENanISLAND,-6.246,155.172,0.04,1,,,,,,,,,,,,,,,,3.0,1.0,,,,,,1.0,,3.0,,,PNG
1340,1341,2017,3.0,19.0,4.0,30.0,,4,9,,,,0,Iran,PERSIANNanGULF,27.835,51.94,3.0,27,,,,5.0,1.0,,,20.0,1.0,10.0,3.0,85.0,2.0,,,5.0,1.0,,,20.0,1.0,10.0,3.0,85.0,2.0,,,
1341,1342,2017,4.0,24.0,21.0,39.0,22.0,4,1,6.9,,,0,Chile,CENTRALNanCHILE,-33.038,-72.062,0.16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHL
1342,1343,2017,4.0,28.0,20.0,23.0,26.0,4,1,6.9,,,0,Philippines,"SOCCSKSARGEN,NanPHILIPPINES",5.504,125.066,0.2,1,,,,,,,,2.0,1.0,,,,,,,,,,,7.0,1.0,,1.0,1.0,1.0,,1.0,PHL
1343,1344,2017,5.0,1.0,12.0,31.0,3.0,4,1,6.2,,,0,Usa,"SKAGWAY,NanAK",59.852,-136.677,0.06,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
